NameR366,MasterID_...2,SampleIDNO,Watersourcetype,watersourcetype2,Dateofvisit2,Division,Parish,Villagetown,Sampletaken,Riskofcontamination10,Topography,LandcoverUnDevelopedorDeveloped,Turbidity,pH,Temp_°C,Electricalconductivity,functionalV1,knownfunctionalproblem,SampleIDNO_R366,MasterID__A,NameR366_A,MasterID__B,__1_1WaterSourceNameNyingwangpii,InterviewersCode,CompletedDateddmmNinodweemakitye,_1_1_WaterSourceIdentificationN,MasterID__C,_1_1name,_1_1subcounty,_1_1Parish,_1_2_a_WUCmgmt,_1_2_b_privmgt,_1_2_c_NGOmgmt,_1_2_d_Unmanaged,_1_7Acholi,_1_7English,_1_7LangOther,_1_9_Positionrespond,_2_1_responsible,_2_2_a_Caretaker,_2_2_b_ caretakerpaid,_2_2_c_ caretakerwage,_2_2_d_caretakerhours,_2_3_inspectorvisits,_2_4WUCAdmin,_2_4WUCfeecollect,_2_4WUCfinmgmt,_2_4WUCtechnical,_2_4WUCother,_2_5_meetatt,_2_6_meetsched,_2_7_ meetmonth,_2_8_meetcommunity,_2_9_meetminutes,_2_10_minutesviewed,_2_11_WUCpay80,_2_12_a_ pubmeet,_2_12_b_pubmeetyear,_2_13_a_meetaccount,_2_13_b_meetaccountyr,_3_1_a_functional,functionalinferred,_3_1_b_openallday,_3_1_c_opentimes,_3_1_d_primaryuse,_3_1_e_whynffees,_3_1_e_whynffinmgmt,_3_1_e_whynfctech,_3_1_e_whynfadmin,_3_1_e_whynfother,_3_1_e_whynfotherB,_3_1_f_Howlongnf,_3_2_firstdaylastbreak,_3_3_a_lengthbreakdown,_3_3_b_costrepair,_3_3_d_nowater,_3_3_d_notenoughwater,_3_3_d_contaminated,_3_3_d_otherproblem,_3_4_a_breaklastyear,_3_4_b_breaklast2weeks,_3_5_a_pplcantaccess,_3_5_b_pplcantafford,_3_5_c_useunimproved,_3_5_c_neighborhelp,_3_5_c_dontknow,_3_5_c_other,_3_6_enoughwater,_4_0_yearbuilt,_4_1_datebuilt,_4_2_regularuserhhs,_4_3_a_authorizedlist,_4_3_b_authorizedhhs,AuthorizedusersdividedbyAllUsers,_4_3_c_updateduserlist,_4_3_d_listshown,__4_3_e_Howmanyhouseholdsareonth,VerifiedusersdividedbyAllUsers,_4_4_feecollectionsystem,_4_5_feeregular,_4_6_a_monthlyfee,_4_6_a_perJCfee,_4_6_a_otherfeetype,_4_6_a_otherfeetypeB,_4_6_b_percentfeesmonthly,_4_6_b_percentfeesperJC,_4_6_b_percentfeesother,_4_6_b_percentfeesdontknow,_4_7_HHswhopaid,_4_8_idealfeecollection,Idealfeesdividedbyallusers,_4_9_actualmonthlyfees,Actualfeesdividedbyidealfees,reportedfeesdividedbyallusers,_4_10_knownHHscantpay,_4_11_a_feecollectrecords,_4_11_b_feerecordsshown,_4_11_c_recordedfeeslastmonth,verifiedfeesdividedbyallusers,_4_12_reactive,_4_13_reportedsavings,_4_14_a_finmgmtrecords,_4_24_b_finmgmtrecshown,_4_14_b_namenumber,_4_14_c_verifiedsavings,__4_14_cDateofrecord,__4_15_savingsstorage,_4_15_savingsstorageother,_4_16_fencing,_4_16_sanitation,_4_16_dontknow,_4_16_fundsaccumulate,_4_16_preventmaint,_4_16_refunds,_4_16_neverrepair,_4_16_othernonwash,_4_16_othernonwashB,_4_17_planOandM,_4_18_enoughfundsrepair,_4_19_personrepair,_4_20_persontrained,_5_0_latrineaccess,_5_1_a_facilitator,_5_1_b_facilitatoryear,_5_1_b_facilitatordate,_5_1_c_whofacilitated,_5_1_c_whofacilitatedother,_5_2_a_ODFdeclaration,_5_2_b_ODFwhen,_6_1_irritated,_6_2_trustworthy,_6_3_interviewquality,_6_4_familypresent,_6_4_nonfamilypresent,_6_4_Totalpresent,_6_5_comments,TTC,TTCGE1,TTCGE10,TTCGE50,TTCGE100,TTCGE125,Unmanaged,MasterID_...165,Superclean_ID,latitude,longitude,OBJECTID2,Proxalt,ProxNWSC,Proxaltfunc,ProxaltfuncNWSC,Proxbore,Proxfuncbore,Proxprotect,Proxfuncprotect,ProxfuncprotectNWSC,ProxTC,Proxmarsh,ProxfunctTTC<125,ProxfunctprotectTTC<125,ProxfunctprotectTTC<125NWSC,Avgprox3func,Avgprox3funcNWSC,Avgprox3funcprotect,Avgprox3funcprotectNWSC
Dog Togo,94,102,PS,5,3/23/18,Pece,Cubu,Cubu,1,10,0,1,0,5.41,27,48us/24ppm,1,1,102,94,Dog Togo,94,DOG TOGO,4,9-Oct,94,94,DOG TOGO,2,2,NA,NA,NA,1,1,NA,NA,6,8,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,0,NA,NA,NA,NA,NA,NA,NA,The water source has never broken down,NA,NA,NA,NA,NA,NA,0,NA,3,0,NA,NA,NA,HELPED BY OTHERS,1,NA,Don’t knowPe angeyo,20,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,100,NA,NA,NA,NA,NA,Don’t knowPe angeyo,NA,0,1,0,NA,NA,NA,INTERVIEW WENT ON WELL,2,1,0,0,0,0,1,94,346,2.749966667,32.32858333,348,190.0349392,1326.55515,190.0349392,190.0349392,759.7812317,759.7812317,296.318738,534.0930987,534.0930987,4184.639694,0,190.0349392,534.0930987,534.0930987,494.6364232,494.6364232,696.6052192,696.6052192
Wang Oryema,95,103,ODW,3,3/23/18,Pece,Cubu B,Cubu,1,8,0,1,0,5.52,27.2,46/22,1,0,103,95,Wang Oryema,95,WANG ORYEMA,4,9-Mar,95,95,WANG ORYEMA,2,2,NA,NA,NA,1,1,NA,NA,5,8,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,0,NA,NA,NA,NA,NA,NA,NA,The water source has never broken down,NA,NA,NA,NA,NA,NA,0,0,5,0,NA,Get water from a neighborGamo ki bot girani,NA,NA,1,NA,Don’t knowPe angeyo,31,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,80,NA,NA,NA,NA,NA,Don’t knowPe angeyo,NA,0,1,0,NA,NA,1,AS PERTAINING WANG ORYEMA THE RESPONDENT DELIVERED RIGHT INFORMATION BECAUSE THE ARES LOOKS TO BE AREA OF POOR PEOPLE,81,1,1,1,0,0,1,95,340,2.749066667,32.32713333,342,190.0349392,1260.787148,190.0349392,190.0349392,633.7757153,633.7757153,190.0349392,190.0349392,190.0349392,4114.8518,4.408614505,190.0349392,190.0349392,190.0349392,411.5479887,411.5479887,411.5479887,411.5479887
Odongkara Filder,96,104,DWWHP,4,3/23/18,Pece,Cubu,Cubu B,1,2,2,0,0,5.3,26.6,36/18,1,0,104,96,Odongkara Filder,96,ODONGKARA FILDER,4,28/8,96,96,ODONGKARA FILDER,2,2,NA,1,NA,0,1,NA,NA,7,6,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,The water source has never broken down,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2015,2015,1,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,100,0,NA,NA,NA,NA,0,NA,0,1,0,2,0,2,INTERVIEW WENT ON WELL,6,1,0,0,0,0,0,96,331,2.75075,32.32385,333,226.3753549,869.7467424,226.3753549,226.3753549,226.3753549,226.3753549,226.3753549,226.3753549,226.3753549,3711.876869,335.080631,226.3753549,226.3753549,226.3753549,387.4945769,387.4945769,427.8417695,427.8417695
Wang Okwar,97,105,ODW,3,3/23/18,Pece,Cubu,Cubu B,1,4,0,1,0,5.38,26.1,40/20,1,0,105,97,Wang Okwar,97,WANG OKWAR,4,28/8,97,97,WANG OKWAR,2,2,NA,1,NA,0,1,NA,NA,7,6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,0,NA,NA,NA,NA,NA,NA,NA,The water source has never broken down,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,NA,NA,NA,1,NA,Don’t knowPe angeyo,60,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,82,0,NA,NA,NA,NA,0,NA,1,1,0,1,0,1,NA,9.5,1,0,0,0,0,0,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wang Amnoni,98,106,PS,5,3/23/18,Pece,Cubu,Cubu,1,8,0,1,1,5.45,26,48/24,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,0,0,0,0,1,98,316,2.745283333,32.3214,318,667.5082137,1153.212604,667.5082137,667.5082137,668.9967779,668.9967779,667.5082137,667.5082137,667.5082137,3936.51415,7.79208501,667.5082137,667.5082137,667.5082137,700.48015,700.48015,743.3491657,743.3491657
Kica Ber BH,99,109,BHWHP,1,3/24/18,Pece,Aywee,Aywee,1,6,2,0,0,5.33,26.8,391/196,1,0,109,99,Kica Ber BH,99,KICA BER BH,6,9-Oct,99,99,KICA BER BH,2,2,1,NA,NA,0,1,NA,NA,3,2,1,1,50000,360,1,1,1,1,NA,NA,9,1,2,60,1,0,1,1,1,0,NA,1,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,Don’t knowPe angeyo,30,NA,1,NA,NA,NA,1,0,5,5,NA,NA,NA,FREE ACCESS,1,NA,Don’t knowPe angeyo,90,0,NA,NA,NA,NA,NA,NA,1,1,1000,NA,NA,NA,100,NA,NA,NA,41,90000,1000,65000,0.722222209,722.222229,5,1,1,NA,NA,4,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,1,1,0,92,0,NA,NA,NA,NA,Don’t knowPe angeyo,NA,0,1,0,0,4,4,NA,13,1,1,0,0,0,0,99,256,2.764066667,32.31101667,264,78.02873573,339.5346033,78.02873573,78.02873573,78.02873573,78.02873573,78.02873573,78.02873573,78.02873573,1686.982097,381.5215619,78.02873573,78.02873573,78.02873573,240.1769322,236.934734,243.1830768,236.934734
Wang Lumuru,100,110,ODW,3,3/24/18,Pece,Vanguard,Vanguard,1,9,0,1,0,5.5,27.9,209/104,1,0,110,100,Wang Lumuru,100,WANG LUMURU,6,9-Oct,100,100,WANG LUMURU,2,2,NA,NA,NA,1,1,NA,NA,6,8,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,3,NA,NA,NA,NA,NA,NA,NA,The water source has never broken down,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,Don’t knowPe angeyo,20,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,100,NA,NA,NA,NA,NA,0,NA,NA,1,0,0,0,0,NA,125,1,1,1,1,1,1,100,260,2.76105,32.31186667,268,99.75089373,327.8563152,99.75089373,99.75089373,157.8480361,157.8480361,99.75089373,99.75089373,99.75089373,1953.48582,44.19103972,157.8480361,157.8480361,157.8480361,141.0597282,141.0597282,141.0597282,141.0597282
Ali BH,101,111,DWWHP,4,3/24/18,Pece,Vanguard,Vanguard,1,5,0,0,0,5.81,26.9,76/38,1,1,111,101,Ali BH,101,ALI BOREHOLE,4,27/08,101,101,ALI BOREHOLE,2,2,NA,1,NA,0,1,NA,NA,7,6,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,4,NA,NA,NA,NA,NA,NA,NA,27/7/2018,30,2.00E+05,NA,1,NA,NA,1,0,3,4,NA,NA,NA,GIVEN FOR FREE,1,2016,2016,50,0,NA,NA,NA,NA,NA,NA,1,1,NA,NA,200  PER 20L JERRYCAN,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"NO SAVING, MONEY IS USED TO BUY HOME NEEDS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,93,0,NA,NA,NA,NA,Don’t knowPe angeyo,NA,0,1,0,1,1,2,NA,125,1,1,1,1,1,0,101,257,2.760766667,32.31101667,265,97.3511813,278.7020524,97.3511813,97.3511813,97.3511813,97.3511813,97.3511813,97.3511813,97.3511813,1899.36718,13.82047926,97.3511813,97.3511813,97.3511813,122.1528323,122.1528323,154.4885716,154.4885716
Mt. Everest P/S BH,102,113,BHWHP,1,3/24/18,Pece,Vanguard,Vanguard,1,3,1,0,0,6.24,26.9,158/79,1,1,113,102,Mt. Everest P/S BH,102,EVEREST PRIMARY SCHOOL,6,29/10,102,102,EVEREST PRIMARY SCHOOL,2,2,NA,NA,1,0,1,NA,NA,8,9,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,2,NA,NA,NA,NA,NA,NA,NA,5/9/18,2,2.00E+05,NA,1,NA,NA,1,0,1,1,NA,NA,NA,FREE ACCESS,1,NA,Don’t knowPe angeyo,NA,0,NA,NA,NA,NA,NA,NA,1,1,NA,NA,100  PER 20L JERRYCAN,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,3,NA,0,NA,NA,NA,NA,5,"MONEY GIVEN TO DIRECTOR, THE RESPONDENT DOESN'T KNOW HOW HE STORES IT",NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,0,100,0,NA,NA,NA,NA,0,NA,0,1,0,0,0,0,NA,5.5,1,0,0,0,0,0,102,251,2.76125,32.30931667,259,136.0867973,280.9935991,136.0867973,136.0867973,136.0867973,136.0867973,136.0867973,136.0867973,136.0867973,1721.561062,95.59617239,136.0867973,136.0867973,136.0867973,163.0345585,163.0345585,163.0345585,163.0345585
Wang Canaria ODW,103,114,PS,5,3/26/18,Pece,Aywee,Aywee,1,5,0,1,0,5.61,26.8,140.69,1,0,114,103,Wang Canaria ODW,103,WANG CANARIA,6,27/8,103,103,WANG CANARIA,2,2,NA,NA,NA,1,1,NA,NA,6,8,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,4,NA,NA,NA,NA,NA,NA,NA,The water source has never broken down,NA,NA,NA,NA,NA,NA,NA,NA,Don’t knowPe angeyo,Don’t knowPe angeyo,NA,NA,NA,NA,1,2004,2004,50,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,NA,0,NA,NA,NA,NA,Don’t knowPe angeyo,NA,0,1,0,0,0,0,NA,60,1,1,1,0,0,1,103,278,2.759966667,32.31468333,284,114.0621585,96.02882013,114.0621585,96.02882013,255.4576484,255.4576484,114.0621585,114.0621585,114.0621585,2277.801592,14.00764945,114.0621585,114.0621585,114.0621585,179.387831,126.2448883,209.141369,155.1828757
Wang Madi protected Spring,104,115,PS,5,3/26/18,Pece,Aywee,Aywee,1,4,1,0,0,5.82,27.7,159.8,1,0,115,104,Wang Madi protected Spring,104,WANG MADI,6,27/8,104,104,WANG MADI,2,2,NA,NA,NA,1,1,NA,NA,6,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,The water source has never broken down,NA,NA,NA,NA,NA,NA,NA,NA,Don’t knowPe angeyo,0,NA,NA,NA,NA,1,2016,30/5/2016,300,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,95,1,2015,3/8/15,NGODul ma pe jenge ikom gamente,NA,0,NA,0,1,0,0,0,0,NA,24,1,1,0,0,0,1,104,282,2.76035,32.31563333,287,114.0621585,11.92026822,114.0621585,11.92026822,262.5400922,262.5400922,114.0621585,114.0621585,114.0621585,2341.782665,0,114.0621585,114.0621585,114.0621585,190.3803758,106.8404344,213.1996636,129.5075063
Wang lukwiya,105,116,PS,5,3/26/18,Pece,Tegwana,Tegwana,1,0,1,0,0,55.82,27.7,159us/80ppm,1,0,116,105,Wang lukwiya,105,WANG LUKWIYA,6,29/10,105,105,WANG LUKWIYA,2,2,NA,NA,NA,1,1,NA,NA,6,8,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,The water source has never broken down,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,NA,Don’t knowPe angeyo,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,100,0,NA,NA,NA,NA,Don’t knowPe angeyo,NA,0,1,0,4,0,4,1. The LC 1 lives far from water point and his phone number is not known  2. people are fined Ugx 1000 for missing slashing/cleaning the water point,25.5,1,1,0,0,0,1,105,263,2.759566667,32.31195,270,156.3839231,185.4198963,156.3839231,156.3839231,156.3839231,156.3839231,156.3839231,156.3839231,156.3839231,2065.20017,0,266.6245032,266.6245032,266.6245032,163.7735332,163.7735332,197.4549494,170.3867471
Mt. Everest Nursery BH,106,119,BHWHP,1,3/26/18,Pece,Vanguard,Vanguard,1,3,2,NA,0,5.82,29.2,190.95,1,0,119,106,Mt. Everest Nursery BH,106,EVEREST NURSERY SCHOOL,4,27/08,106,106,EVEREST NURSERY SCHOOL,2,2,NA,1,NA,0,1,NA,NA,3,9,1,1,40000,12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,4,NA,NA,NA,NA,NA,NA,NA,The water source has never broken down,NA,NA,NA,NA,NA,NA,NA,NA,Don’t knowPe angeyo,Don’t knowPe angeyo,NA,NA,NA,NA,1,NA,Don’t knowPe angeyo,NA,0,NA,NA,NA,NA,NA,NA,1,1,NA,NA,200  PER 20L JERRYCAN,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0,1,NA,0,NA,NA,NA,NA,0,NA,0,1,0,NA,NA,1,NA,9.5,1,0,0,0,0,0,106,255,2.761483333,32.31051667,263,97.3511813,360.9529311,97.3511813,97.3511813,136.0867973,136.0867973,97.3511813,97.3511813,97.3511813,1805.595677,94.82633515,136.0867973,136.0867973,136.0867973,130.4286716,130.4286716,163.3137356,163.3137356
Okwera Richard BH,107,119,BHWHP,1,3/26/18,Pece,Vanguard,Vanguard,1,4,2,0,0,5.84,25.5,128/64,1,0,120,107,Okwera Richard BH,107,OKWERA RICHARD,6,9-Oct,107,107,OKWERA RICHARD,2,2,NA,1,NA,0,1,NA,NA,3,6,1,0,NA,360,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,2,NA,NA,NA,NA,NA,NA,NA,The water source has never broken down,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,FREE ACCESS,1,NA,Don’t knowPe angeyo,200,0,NA,NA,NA,NA,NA,NA,1,1,1500,NA,NA,NA,100,NA,NA,NA,32,3.00E+05,1500,45000,0.150000006,225,1,1,1,48000,240,4,NA,0,NA,NA,NA,NA,6,NA,NA,NA,NA,1,NA,NA,NA,1,NA,1,1,NA,0,100,0,NA,NA,NA,NA,0,NA,0,1,0,0,0,0,OWNER OF WATER POINT WORKS IN LIRA AND FAMILY STAYS IN KAMPALA,56,1,1,1,0,0,0,107,271,2.7622,32.31416667,277,6.698007166,168.9152569,6.698007166,6.698007166,6.698007166,6.698007166,6.698007166,6.698007166,6.698007166,2094.704781,82.77566255,6.698007166,6.698007166,6.698007166,116.6491675,87.8017037,175.0507985,117.0588845
Deliverance Church BH,108,121,BHWHP,1,3/26/18,Pece,Aywee,Aywee,1,1,NA,0,0,5.8,26.3,102/51,1,0,121,108,Deliverance Church BH,108,DELIVERANCE CHURCH BOREHOLE,6,27/8,108,108,DELIVERANCE CHURCH BOREHOLE,2,2,NA,NA,1,0,1,NA,NA,8,1,1,0,NA,180,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,4,NA,NA,NA,NA,NA,NA,NA,15/6/2017,NA,0,NA,NA,NA,NA,0,0,2,0,NA,NA,NA,ASK FOR HELP,1,2015,2015,200,0,NA,NA,NA,NA,NA,NA,1,1,NA,NA,100  PER 20L JERRYCAN,NA,NA,100,NA,NA,NA,0,0,20000,NA,100,2,0,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,5,CARETAKER'S CASH BOX,NA,NA,NA,1,1,NA,NA,NA,NA,1,0,0,0,98,0,NA,NA,NA,NA,0,NA,0,0,0,1,0,1,NA,22.5,1,1,0,0,0,0,108,273,2.762233333,32.31421667,279,6.698007166,163.3745379,6.698007166,6.698007166,6.698007166,6.698007166,6.698007166,6.698007166,6.698007166,2097.636266,85.92714831,6.698007166,6.698007166,6.698007166,118.5659621,87.05604135,175.7141331,113.5444312
Wang Acama ODW,109,122,ODW,3,3/26/18,Pece,Aywee,Aywee,1,11,0,0,0,5.52,27,175/88,1,1,122,109,Wang Acama ODW,109,WANG ACAMA,6,27/8,109,109,WANG ACAMA,2,2,NA,NA,1,0,1,1,NA,7,1,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,4,NA,NA,NA,NA,NA,NA,NA,The water source has never broken down,NA,NA,NA,NA,NA,NA,NA,NA,2,Don’t knowPe angeyo,NA,NA,NA,Send children,1,1998,1998,200,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,98,0,NA,NA,NA,NA,0,NA,0,1,0,1,2,3,NA,125,1,1,1,1,1,0,109,274,2.761416667,32.31425,280,87.791847,145.5733677,87.791847,87.791847,87.791847,87.791847,87.791847,87.791847,87.791847,2148.033979,0,87.791847,87.791847,87.791847,115.843704,108.1535979,115.843704,108.1535979
Layibi Central P/S BH,110,123,BHWHP,1,3/27/18,Pece,Layibi Central,Layibi,1,6,2,NA,0,7.17,26.2,426/213,1,1,123,110,Layibi Central P/S BH,110,LAYIBI CENTRAL P/S BH,0,17/9,110,110,LAYIBI CENTRAL P/S BH,2,2,NA,NA,1,0,1,1,NA,8,9,1,1,75000,250,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,24/8/2018,31,235000,1,NA,NA,NA,1,0,Don’t knowPe angeyo,Don’t knowPe angeyo,NA,NA,NA,NA,1,NA,Don’t knowPe angeyo,100,0,66,0.66,NA,NA,NA,NA,1,1,NA,10,NA,NA,NA,100,NA,NA,NA,1.00E+05,1000,1.00E+05,1,1000,0,0,NA,NA,NA,4,167000,1,2,NA,250000,15/9/2018,0,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,0,0,0,100,1,Don't know Pe angeyo,Don't know Pe angeyo,GovernmentGamente,DIVISION HEALTH INSPECTOR,0,NA,0,1,0,0,3,3,NA,125,1,1,1,1,1,0,110,208,2.75855,32.30283333,221,44.58,83.05458324,44.58,44.58,44.58,44.58,44.58,44.58,44.58,1564.546542,163.0498624,44.58,44.58,44.58,50.10786607,50.10786607,54.7757912,54.7757912
Wang Min Ayee,111,124,ODW,3,3/27/18,Pece,Layibi,Layibi,1,6,0,1,1,6.08,28.6,276/138,0,0,124,111,Wang Min Ayee,111,WANG MIN AYEE,6,28/8,111,111,WANG MIN AYEE,3,3,NA,NA,NA,1,1,NA,NA,6,8,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,4,NA,NA,NA,NA,NA,NA,NA,The water source has never broken down,NA,NA,NA,NA,NA,NA,NA,NA,Don’t knowPe angeyo,Don’t knowPe angeyo,NA,NA,NA,NA,0,2010,2010,2000,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,100,0,NA,NA,NA,NA,Don’t knowPe angeyo,NA,0,1,0,3,0,3,NA,69,1,1,1,0,0,1,111,204,2.7603,32.30266667,217,186.1526323,194.5873855,186.1526323,186.1526323,186.1526323,186.1526323,186.1526323,186.1526323,186.1526323,1376.205935,0,186.5485915,186.5485915,186.5485915,189.5374544,189.0962031,189.5374544,189.0962031
